53.1475	27.58	56.0275	45.74625	63.8525	68.18125	32.1125	61.59875	11.85625	41.88125	73.73	9.76875	78.095	121.2025	38.14625	45.33875	66.94	44.32125	80.68375	64.84287281	65.95763377	67.07239474	68.1871557	69.30191667	70.41667763	71.5314386	72.64619956	73.76096053	74.87572149	75.99048246	77.10524342	78.22000439	79.33476535	80.44952632	81.56428728	82.67904825	83.79380921	84.90857018	86.02333114	87.13809211	88.25285307	89.36761404	90.482375	91.59713596	92.71189693	93.82665789	94.94141886	96.05617982	97.17094079	98.28570175	99.40046272	100.5152237	101.6299846	102.7447456	103.8595066	104.9742675	106.0890285	107.2037895	108.3185504	109.4333114	110.5480724	111.6628333
79.775	26.75375	38.74875	21.04625	62.56625	87.955	37.64125	9.78375	31.6275	53.2	64.1725	13.33375	84.14375	83.3375	201.51625	154.7925	186.91625	105.88125	88.165	135.0470395	141.0182895	146.9895395	152.9607895	158.9320395	164.9032895	170.8745395	176.8457895	182.8170395	188.7882895	194.7595395	200.7307895	206.7020395	212.6732895	218.6445395	224.6157895	230.5870395	236.5582895	242.5295395	248.5007895	254.4720395	260.4432895	266.4145395	272.3857895	278.3570395	284.3282895	290.2995395	296.2707895	302.2420395	308.2132895	314.1845395	320.1557895	326.1270395	332.0982895	338.0695395	344.0407895	350.0120395	355.9832895	361.9545395	367.9257895	373.8970395	379.8682895	385.8395395
78.20875	36.2775	77.24625	54.2325	51.18875	82.8275	23.42875	35.995	45.4675	57.8	106.56625	13.03625	24.49625	64.02625	124.66	83.91375	35.36375	117.97125	13.6625	63.98570175	64.45601535	64.92632895	65.39664254	65.86695614	66.33726974	66.80758333	67.27789693	67.74821053	68.21852412	68.68883772	69.15915132	69.62946491	70.09977851	70.57009211	71.0404057	71.5107193	71.98103289	72.45134649	72.92166009	73.39197368	73.86228728	74.33260088	74.80291447	75.27322807	75.74354167	76.21385526	76.68416886	77.15448246	77.62479605	78.09510965	78.56542325	79.03573684	79.50605044	79.97636404	80.44667763	80.91699123	81.38730482	81.85761842	82.32793202	82.79824561	83.26855921	83.73887281
300.875	230.00375	142.36375	198.05625	309.9675	384.055	328.525	334.96	176.70625	143.79625	249.53375	38.79	251.44	157.5775	500.86	134.61	395.36375	1004.5912	370.345	429.2508237	442.4263274	455.6018311	468.7773347	481.9528384	495.1283421	508.3038458	521.4793495	534.6548532	547.8303568	561.0058605	574.1813642	587.3568679	600.5323716	613.7078753	626.8833789	640.0588826	653.2343863	666.40989	679.5853937	692.7608974	705.9364011	719.1119047	732.2874084	745.4629121	758.6384158	771.8139195	784.9894232	798.1649268	811.3404305	824.5159342	837.6914379	850.8669416	864.0424453	877.2179489	890.3934526	903.5689563	916.74446	929.9199637	943.0954674	956.2709711	969.4464747	982.6219784
505.0675	558.35875	434.575	696.59375	923.5225	1325.9262	554.47375	678.45625	370.7175	528.85875	529.2025	161.72	434.85125	734.7725	1840.7113	1047.5337	1548.2325	1882.6912	973.87125	1278.824881	1323.917179	1369.009476	1414.101774	1459.194072	1504.28637	1549.378668	1594.470965	1639.563263	1684.655561	1729.747859	1774.840157	1819.932454	1865.024752	1910.11705	1955.209348	2000.301646	2045.393943	2090.486241	2135.578539	2180.670837	2225.763135	2270.855432	2315.94773	2361.040028	2406.132326	2451.224624	2496.316921	2541.409219	2586.501517	2631.593815	2676.686113	2721.778411	2766.870708	2811.963006	2857.055304	2902.147602	2947.2399	2992.332197	3037.424495	3082.516793	3127.609091	3172.701389
567.9325	371.0075	148.39125	132.45625	130.685	1088.2562	157.02625	75.7975	138.56125	145.67625	226.56625	49.7775	147.34375	267.50875	843.1575	374.12375	371.01625	648.65	184	355.5126105	359.1273784	362.7421463	366.3569142	369.9716821	373.58645	377.2012179	380.8159858	384.4307537	388.0455216	391.6602895	395.2750574	398.8898253	402.5045932	406.1193611	409.7341289	413.3488968	416.9636647	420.5784326	424.1932005	427.8079684	431.4227363	435.0375042	438.6522721	442.26704	445.8818079	449.4965758	453.1113437	456.7261116	460.3408795	463.9556474	467.5704153	471.1851832	474.7999511	478.4147189	482.0294868	485.6442547	489.2590226	492.8737905	496.4885584	500.1033263	503.7180942	507.3328621
442.42625	204.94875	203.1225	278.695	299.5	435.9775	264.7625	433.1075	180.935	243.3575	242.68	96.875	253.42625	577.25625	933.26	376.7825	599.97625	619.3775	520.9125	563.1514035	581.5329715	599.9145395	618.2961075	636.6776754	655.0592434	673.4408114	691.8223794	710.2039474	728.5855154	746.9670833	765.3486513	783.7302193	802.1117873	820.4933553	838.8749232	857.2564912	875.6380592	894.0196272	912.4011952	930.7827632	949.1643311	967.5458991	985.9274671	1004.309035	1022.690603	1041.072171	1059.453739	1077.835307	1096.216875	1114.598443	1132.980011	1151.361579	1169.743147	1188.124715	1206.506283	1224.887851	1243.269419	1261.650987	1280.032555	1298.414123	1316.795691	1335.177259
2796.0833	2342.3821	1788.1464	1752.5536	1769.3333	3548.3964	3524.4393	6187.4679	1030.1786	1812.9714	2041.3274	590.35238	2527.8821	2633.5762	4436.5321	2073.5512	5584.45	5670.2976	4263.9	4104.547514	4218.297943	4332.048372	4445.798801	4559.54923	4673.299658	4787.050087	4900.800516	5014.550945	5128.301374	5242.051803	5355.802232	5469.552661	5583.303089	5697.053518	5810.803947	5924.554376	6038.304805	6152.055234	6265.805663	6379.556092	6493.30652	6607.056949	6720.807378	6834.557807	6948.308236	7062.058665	7175.809094	7289.559523	7403.309951	7517.06038	7630.810809	7744.561238	7858.311667	7972.062096	8085.812525	8199.562954	8313.313382	8427.063811	8540.81424	8654.564669	8768.315098	8882.065527
1288.305	901.29	1022.6538	884.3625	1562.0187	2225.3237	1616.4812	2218.7038	907.53625	1716.8875	1205.3075	406.985	1203.135	1406.2025	2572.1025	933.1275	2117.3375	2072.7888	1994.06	1853.530119	1890.174664	1926.819209	1963.463754	2000.108299	2036.752843	2073.397388	2110.041933	2146.686478	2183.331023	2219.975568	2256.620112	2293.264657	2329.909202	2366.553747	2403.198292	2439.842836	2476.487381	2513.131926	2549.776471	2586.421016	2623.065561	2659.710105	2696.35465	2732.999195	2769.64374	2806.288285	2842.93283	2879.577374	2916.221919	2952.866464	2989.511009	3026.155554	3062.800099	3099.444643	3136.089188	3172.733733	3209.378278	3246.022823	3282.667367	3319.311912	3355.956457	3392.601002
220.88875	172.355	181.93875	221.72625	264.20375	453.90625	184.70875	300.08375	59.0675	222.78125	204.1375	83.67625	191.1775	291.88375	169.39625	201.96625	166.665	160.8375	233.43875	181.7435746	178.9450965	176.1466184	173.3481404	170.5496623	167.7511842	164.9527061	162.1542281	159.35575	156.5572719	153.7587939	150.9603158	148.1618377	145.3633596	142.5648816	139.7664035	136.9679254	134.1694474	131.3709693	128.5724912	125.7740132	122.9755351	120.177057	117.3785789	114.5801009	111.7816228	108.9831447	106.1846667	103.3861886	100.5877105	97.78923246	94.99075439	92.19227632	89.39379825	86.59532018	83.79684211	80.99836404	78.19988596	75.40140789	72.60292982	69.80445175	67.00597368	64.20749561
